"timestamp","ISWR","P","RH","TA","VW","day_of_year","Hour","hourly_abundance","hourly_biomass","n_Diptera","n_Hymenoptera","n_Lepidoptera","LED","site","position","Elevation","ISWR_r3d","P_r3d","RH_r3d","TA_r3d","VW_r3d"
"2024-07-23 00:00:00",0,84901.599,0.949,13.09,0.4,205,0,0,0,0,0,0,"LED Off","Jatzhorn","Lower",1532,206.315068493151,84503.2058493151,0.765684931506849,15.2776712328767,2.22876712328767
"2024-07-23 01:00:00",0,84882.459,0.915,12.65,0.4,205,1,0,0,0,0,0,"LED Off","Jatzhorn","Lower",1532,206.315068493151,84505.0608493151,0.767767123287671,15.2608219178082,2.21095890410959
"2024-07-23 02:00:00",0,84867.924,0.942,11.99,1.2,205,2,0,0,0,0,0,"LED Off","Jatzhorn","Lower",1532,206.315068493151,84507.2836575343,0.769931506849315,15.2423287671233,2.21780821917808
"2024-07-23 03:00:00",0,84856.944,0.907,12.16,1.5,205,3,0,0,0,0,0,"LED Off","Jatzhorn","Lower",1532,206.315068493151,84510.5168767123,0.771438356164384,15.234794520548,2.22054794520548
"2024-07-23 04:00:00",0,84853.639,0.937,11.74,1.8,205,4,0,0,0,0,0,"LED Off","Jatzhorn","Lower",1532,206.315068493151,84513.8606438356,0.773,15.2179452054795,2.23835616438356
"2024-07-23 05:00:00",0,84829.059,0.956,11.6,1,205,5,1,11.1690563553318,1,0,0,"LED Off","Jatzhorn","Lower",1532,206.315068493151,84517.2654383562,0.775013698630137,15.2021917808219,2.23698630136986
"2024-07-23 06:00:00",3,84846.294,0.964,11.41,0.7,205,6,1,0.904255224998406,0,0,0,"LED Off","Jatzhorn","Lower",1532,206.356164383562,84521.5122876712,0.77745205479452,15.1804109589041,2.23561643835616
"2024-07-23 07:00:00",91,84863.209,0.946,12.25,0.3,205,7,0,0,0,0,0,"LED Off","Jatzhorn","Lower",1532,207.520547945205,84526.3686575342,0.779479452054795,15.1671232876712,2.21369863013699
"2024-07-23 08:00:00",226,84885.659,0.913,13.75,0.7,205,8,1,8.16090174632353,1,0,0,"LED Off","Jatzhorn","Lower",1532,208.684931506849,84531.6100958904,0.781150684931507,15.162602739726,2.21643835616438
"2024-07-23 09:00:00",238,84896.309,0.872,14.31,1.4,205,9,1,0.904255224998406,0,0,0,"LED Off","Jatzhorn","Lower",1532,208.356164383562,84536.6486575342,0.781465753424658,15.1716438356165,2.22602739726027
"2024-07-23 10:00:00",254,84894.654,0.918,14.32,1.1,205,10,0,0,0,0,0,"LED Off","Jatzhorn","Lower",1532,205.27397260274,84541.8896849315,0.781575342465753,15.1917808219178,2.23150684931507
"2024-07-23 11:00:00",443,84891.699,0.829,15.87,2.8,205,11,4,15.3875412968211,3,0,0,"LED Off","Jatzhorn","Lower",1532,202.684931506849,84547.2858493151,0.785479452054795,15.1441095890411,2.25753424657534
"2024-07-23 12:00:00",829,84894.419,0.742,16.89,3,205,12,1,0,1,0,0,"LED Off","Jatzhorn","Lower",1532,206.041095890411,84552.7944794521,0.789027397260274,15.0997260273973,2.26438356164384
"2024-07-23 13:00:00",931,84891.839,0.656,18.12,4.9,205,13,0,0,0,0,0,"LED Off","Jatzhorn","Lower",1532,206.506849315069,84558.4650958904,0.792493150684932,15.0787671232877,2.30821917808219
"2024-07-23 14:00:00",866,84888.904,0.546,19.06,4.3,205,14,0,0,0,0,0,"LED Off","Jatzhorn","Lower",1532,210.780821917808,84564.270369863,0.792945205479452,15.0672602739726,2.33835616438356
"2024-07-23 15:00:00",830,84889.549,0.509,19.7,1.9,205,15,0,0,0,0,0,"LED Off","Jatzhorn","Lower",1532,211.698630136986,84570.3800273973,0.793219178082192,15.0690410958904,2.31917808219178
"2024-07-23 16:00:00",631,84878.864,0.495,19.69,2.5,205,16,0,0,0,0,0,"LED Off","Jatzhorn","Lower",1532,210.479452054795,84576.7305068493,0.794013698630137,15.0524657534247,2.32465753424658
"2024-07-23 17:00:00",474,84875.264,0.507,19,2.3,205,17,0,0,0,0,0,"LED Off","Jatzhorn","Lower",1532,208.808219178082,84583.386260274,0.793698630136986,15.0609589041096,2.33013698630137
"2024-07-23 18:00:00",222,84892.879,0.561,18.24,2.7,205,18,2,13.9474127711107,2,0,0,"LED Off","Jatzhorn","Lower",1532,204.328767123288,84590.4573561644,0.792808219178082,15.0831506849315,2.33698630136986
"2024-07-23 19:00:00",98,84897.569,0.711,16.87,2.1,205,19,3,14.9405231447773,2,0,0,"LED Off","Jatzhorn","Lower",1532,202.520547945205,84597.6732465753,0.792506849315069,15.1175342465754,2.32328767123288
"2024-07-23 20:00:00",43,84905.214,0.805,16,4,205,20,1,1.2389957052511,1,0,0,"LED Off","Jatzhorn","Lower",1532,201.465753424658,84605.2183835616,0.795356164383562,15.0791780821918,2.36027397260274
"2024-07-23 21:00:00",0,84895.219,0.806,15.44,4.4,205,21,0,0,0,0,0,"LED Off","Jatzhorn","Lower",1532,200.986301369863,84612.7109178082,0.797698630136986,15.0479452054795,2.40821917808219
"2024-07-23 22:00:00",0,84891.099,0.84,14.76,1.2,205,22,0,0,0,0,0,"LED Off","Jatzhorn","Lower",1532,200.986301369863,84619.5983835616,0.798328767123288,15.0552054794521,2.41232876712329
"2024-07-23 23:00:00",0,84862.914,0.86,14.58,1.8,205,23,0,0,0,0,0,"LED Off","Jatzhorn","Lower",1532,200.986301369863,84626.1961232877,0.801027397260274,15.034794520548,2.42465753424658
"2024-07-24 00:00:00",0,84837.894,0.896,13.87,0.4,206,0,0,0,0,0,0,"LED Off","Jatzhorn","Lower",1532,200.986301369863,84633.017630137,0.804,15.0145205479452,2.42191780821918
"2024-07-24 01:00:00",0,84828.879,0.919,13.8,1.1,206,1,0,0,0,0,0,"LED Off","Jatzhorn","Lower",1532,200.986301369863,84639.6674246575,0.80613698630137,15.0208219178082,2.42328767123288
"2024-07-24 02:00:00",0,84799.414,0.956,13.35,1.5,206,2,0,0,0,0,0,"LED Off","Jatzhorn","Lower",1532,200.986301369863,84646.0927671233,0.810109589041096,14.9967123287672,2.42465753424658
"2024-07-24 03:00:00",0,84770.004,0.967,12.89,1.6,206,3,0,0,0,0,0,"LED Off","Jatzhorn","Lower",1532,200.986301369863,84652.7110547945,0.813890410958904,14.9716438356165,2.43698630136986
"2024-07-24 04:00:00",0,84730.694,0.964,12.55,0.8,206,4,0,0,0,0,0,"LED Off","Jatzhorn","Lower",1532,200.986301369863,84658.7987945206,0.817424657534247,14.9487671232877,2.43287671232877
"2024-07-24 05:00:00",0,84713.919,0.975,12.19,1.1,206,5,1,5.65752551775699,0,0,0,"LED Off","Jatzhorn","Lower",1532,200.986301369863,84664.9891369863,0.821246575342466,14.9215068493151,2.44383561643836
"2024-07-24 06:00:00",2,84706.019,0.977,11.89,2,206,6,0,0,0,0,0,"LED Off","Jatzhorn","Lower",1532,201.013698630137,84671.5316712329,0.825328767123288,14.8935616438357,2.45890410958904
"2024-07-24 07:00:00",71,84701.004,0.951,11.95,2.1,206,7,0,0,0,0,0,"LED Off","Jatzhorn","Lower",1532,201.917808219178,84678.4045479452,0.828958904109589,14.8605479452055,2.42876712328767
"2024-07-24 08:00:00",93,84729.724,0.969,11.69,2.9,206,8,0,0,0,0,0,"LED Off","Jatzhorn","Lower",1532,201.082191780822,84684.7325616438,0.828534246575342,14.9268493150685,2.45479452054795
"2024-07-24 09:00:00",130,84737.129,0.944,12.28,3.6,206,9,1,2.26881154451816,0,0,0,"LED Off","Jatzhorn","Lower",1532,199.479452054795,84690.7296849315,0.827767123287671,14.97,2.49178082191781
"2024-07-24 10:00:00",435,84747.234,0.896,13.58,2.6,206,10,1,0,1,0,0,"LED Off","Jatzhorn","Lower",1532,198.178082191781,84697.0816712329,0.830246575342466,14.9419178082192,2.49452054794521
"2024-07-24 11:00:00",497,84721.419,0.806,14.67,2.8,206,11,1,1.11746839708877,1,0,0,"LED Off","Jatzhorn","Lower",1532,195.191780821918,84703.1692739726,0.833780821917808,14.8643835616439,2.49315068493151
"2024-07-24 12:00:00",724,84718.719,0.649,15.27,3.9,206,12,2,4.75828731147338,2,0,0,"LED Off","Jatzhorn","Lower",1532,194.643835616438,84709.2461917808,0.835958904109589,14.7823287671233,2.50958904109589
"2024-07-24 13:00:00",564,84704.239,1,7.89000000000004,4.2,206,13,0,0,0,0,0,"LED Off","Jatzhorn","Lower",1532,198.931506849315,84715.0881780822,0.841753424657534,14.6208219178083,2.53835616438356
"2024-07-24 14:00:00",665,84677.134,1,7.82000000000005,4.4,206,14,0,0,0,0,0,"LED Off","Jatzhorn","Lower",1532,199.890410958904,84720.623109589,0.846164383561644,14.4638356164384,2.57534246575342
"2024-07-24 15:00:00",474,84676.074,0.851,12.78,3.1,206,15,0,0,0,0,0,"LED Off","Jatzhorn","Lower",1532,203.684931506849,84726.0931780822,0.848342465753425,14.3912328767124,2.55616438356164
"2024-07-24 16:00:00",362,84673.994,0.744,14.28,2.7,206,16,0,0,0,0,0,"LED Off","Jatzhorn","Lower",1532,200.72602739726,84731.7463972603,0.850013698630137,14.3115068493151,2.53972602739726
"2024-07-24 17:00:00",351,84649.089,1,7.79000000000002,3.6,206,17,1,3.22797362412693,0,0,0,"LED Off","Jatzhorn","Lower",1532,199.958904109589,84737.1557808219,0.855205479452055,14.1412328767124,2.54383561643836
"2024-07-24 18:00:00",145,84647.949,1,9.19,1.9,206,18,6,69.5510371746874,6,0,0,"LED Off","Jatzhorn","Lower",1532,200.287671232877,84742.2135890411,0.859986301369863,14.0023287671233,2.52739726027397
"2024-07-24 19:00:00",59,84641.289,1,7.45000000000005,3.2,206,19,1,4.35069453019477,0,0,0,"LED Off","Jatzhorn","Lower",1532,198.986301369863,84747.0910547945,0.863219178082192,13.8635616438356,2.52191780821918
